,#,Pick,Name,Pos,Team,Overall,Std.Dev,High,Low,TimesDrafted,
52,53,10.05,Tyler Lockett,WR,SEA,131.1,8.2,8.01,13.07,328,"
"
53,54,10.06,Kenny Golladay,WR,DET,131.9,11.0,3.11,14.05,226,"
"
54,55,10.12,Chris Godwin,WR,TB,138.4,10.6,8.03,14.12,255,"
"
55,56,11.02,Anthony Miller,WR,CHI,141.5,10.7,10.03,15.06,180,"
"
56,57,11.02,Geronimo Allison,WR,GB,142.2,11.1,9.04,15.02,263,"
"
57,58,11.05,Cameron Meredith,WR,NO,145.0,12.7,8.12,15.02,169,"
"
58,59,11.12,John Ross,WR,CIN,152.0,12.6,9.09,15.09,296,"
"
59,60,11.13,Dede Westbrook,WR,JAX,152.7,12.9,9.05,15.10,238,"
"
60,61,12.01,DeVante Parker,WR,MIA,154.8,13.3,9.11,15.10,191,"
"
61,62,12.04,Danny Amendola,WR,MIA,157.6,13.2,8.06,15.12,205,"
"
62,63,12.08,Josh Doctson,WR,WAS,162.3,11.7,11.05,15.12,122,"
"
63,64,12.09,Courtland Sutton,WR,DEN,163.1,13.7,9.04,15.12,126,"
"
64,65,12.13,Christian Kirk,WR,ARI,166.8,17.5,4.12,16.07,82,"
"
